Filename,Frame,Time (mins),Period,Period time (mins),Image row,Image col,Width,Height,OpCode,TapeReader,Depth,Family,Genus,Species,Code,Number,Stage,Activity,Comment
KENN_BRUV2_C4_01.MP4,17984,5.0006,Kenn_BRUV2_Start,0,587.34,878.47,0,0,KENN_BRUV2_C4,ECM,42,Lutjanidae,Macolor,macularis,37346047,1,AD,Passing,
KENN_BRUV2_C4_01.MP4,17984,5.0006,Kenn_BRUV2_Start,0,701.3,1080.11,0,0,KENN_BRUV2_C4,ECM,42,Carcharhinidae,Triaenodon,obesus,37018038,1,AD,Passing,
KENN_BRUV2_C4_01.MP4,17984,5.0006,Kenn_BRUV2_Start,0,876.62,199.89,0,0,KENN_BRUV2_C4,ECM,42,Chaetodontidae,Chaetodon,sp,,1,AD,Passing,pelewensis
KENN_BRUV2_C4_01.MP4,18250,5.0745,Kenn_BRUV2_Start,0.074,271.75,398.03,0,0,KENN_BRUV2_C4,ECM,42,Lutjanidae,Macolor,macularis,37346047,2,AD,Passing,
KENN_BRUV2_C4_01.MP4,18593,5.1699,Kenn_BRUV2_Start,0.1693,766.17,1874.41,0,0,KENN_BRUV2_C4,ECM,42,Labridae,Anampses,neoguinaicus,37384050,1,AD,Passing,
KENN_BRUV2_C4_01.MP4,18593,5.1699,Kenn_BRUV2_Start,0.1693,897.66,392.77,0,0,KENN_BRUV2_C4,ECM,42,Chaetodontidae,Chaetodon,sp,,2,AD,Passing,pelewensis
KENN_BRUV2_C4_01.MP4,18593,5.1699,Kenn_BRUV2_Start,0.1693,406.75,161.32,0,0,KENN_BRUV2_C4,ECM,42,Pomacentridae,Amblyglyphidodon,curacao,37372017,1,AD,Passing,
KENN_BRUV2_C4_01.MP4,18593,5.1699,Kenn_BRUV2_Start,0.1693,778.44,1092.38,0,0,KENN_BRUV2_C4,ECM,42,Labridae,Thalassoma,lutescens,37384168,1,AD,Passing,
KENN_BRUV2_C4_01.MP4,18593,5.1699,Kenn_BRUV2_Start,0.1693,720.58,901.26,0,0,KENN_BRUV2_C4,ECM,42,Acanthuridae,Zebrasoma,scopas,37437036,1,AD,Passing,
KENN_BRUV2_C4_01.MP4,18698,5.1991,Kenn_BRUV2_Start,0.1985,764.42,783.78,0,0,KENN_BRUV2_C4,ECM,42,Acanthuridae,Zebrasoma,scopas,37437036,1,AD,Passing,
KENN_BRUV2_C4_01.MP4,18698,5.1991,Kenn_BRUV2_Start,0.1985,923.96,836.38,0,0,KENN_BRUV2_C4,ECM,42,Acanthuridae,Zebrasoma,scopas,37437036,1,AD,Passing,
KENN_BRUV2_C4_01.MP4,18790,5.2247,Kenn_BRUV2_Start,0.2241,787.21,173.59,0,0,KENN_BRUV2_C4,ECM,42,Scaridae,Scarus,sp,,1,AD,Passing,longipinnis
KENN_BRUV2_C4_01.MP4,19067,5.3017,Kenn_BRUV2_Start,0.3011,541.75,543.56,0,0,KENN_BRUV2_C4,ECM,42,Haemulidae,Plectorhinchus,picus,37350023,1,AD,Passing,
KENN_BRUV2_C4_01.MP4,19540,5.4332,Kenn_BRUV2_Start,0.4327,915.19,792.55,0,0,KENN_BRUV2_C4,ECM,42,Lethrinidae,Gnathodentex,aureolineatus,37351021,6,AD,Passing,
KENN_BRUV2_C4_01.MP4,21424,5.9571,Kenn_BRUV2_Start,0.9565,615.39,650.52,0,0,KENN_BRUV2_C4,ECM,42,Pomacentridae,Amblyglyphidodon,curacao,37372017,2,AD,Passing,
KENN_BRUV2_C4_01.MP4,21528,5.986,Kenn_BRUV2_Start,0.9854,718.83,908.27,0,0,KENN_BRUV2_C4,ECM,42,Acanthuridae,Ctenochaetus,striatus,37437022,2,AD,Passing,
KENN_BRUV2_C4_01.MP4,23571,6.554,Kenn_BRUV2_Start,1.5535,853.83,1271.23,0,0,KENN_BRUV2_C4,ECM,42,Labridae,Thalassoma,lutescens,37384168,2,AD,Passing,
KENN_BRUV2_C4_01.MP4,26910,7.4825,Kenn_BRUV2_Start,2.4819,795.97,170.08,0,0,KENN_BRUV2_C4,ECM,42,Labridae,Labroides,bicolor,37384130,1,AD,Passing,
KENN_BRUV2_C4_01.MP4,27472,7.6387,Kenn_BRUV2_Start,2.6382,359.42,552.33,0,0,KENN_BRUV2_C4,ECM,42,Lethrinidae,Gnathodentex,aureolineatus,37351021,8,AD,Passing,
KENN_BRUV2_C4_01.MP4,29724,8.2649,Kenn_BRUV2_Start,3.2644,801.23,878.47,0,0,KENN_BRUV2_C4,ECM,42,Serranidae,Variola,louti,37311166,1,AD,Passing,
KENN_BRUV2_C4_01.MP4,29724,8.2649,Kenn_BRUV2_Start,3.2644,575.06,410.3,0,0,KENN_BRUV2_C4,ECM,42,Carangidae,Caranx,melampygus,37337050,1,AD,Passing,
KENN_BRUV2_C4_01.MP4,33851,9.4125,Kenn_BRUV2_Start,4.4119,666.23,173.59,0,0,KENN_BRUV2_C4,ECM,42,Zanclidae,Zanclus,cornutus,37437001,1,AD,Passing,
