Filename,Frame,Time (mins),Period,Period time (mins),Image row,Image col,Width,Height,OpCode,TapeReader,Depth,Family,Genus,Species,Code,Number,Stage,Activity,Comment
MARION_BRUV1_C1_01.MP4,15561,4.3268,MARION_BRUV1_C1,0.235,254.22,1500.93,0,0,MARION_BRUV1_C1,ECM,37,Balistidae,Pseudobalistes,flavimarginatus,37465071,1,AD,Passing,
MARION_BRUV1_C1_01.MP4,16407,4.5621,MARION_BRUV1_C1,0.4702,422.53,1527.23,0,0,MARION_BRUV1_C1,ECM,37,Serranidae,Variola,louti,37311166,2,AD,Passing,
MARION_BRUV1_C1_01.MP4,22273,6.1931,MARION_BRUV1_C1,2.1013,324.35,1467.62,0,0,MARION_BRUV1_C1,ECM,37,Lutjanidae,Aprion,virescens,37346027,1,AD,Passing,
MARION_BRUV1_C1_01.MP4,27344,7.6032,MARION_BRUV1_C1,3.5113,547.01,473.42,0,0,MARION_BRUV1_C1,ECM,37,Balistidae,Sufflamen,chrysopterum,37465079,1,AD,Passing,
MARION_BRUV1_C1_01.MP4,37834,10.52,MARION_BRUV1_C1,6.4281,689.03,1071.34,0,0,MARION_BRUV1_C1,ECM,37,Lethrinidae,Gymnocranius,sp,,1,AD,Passing,euanus
MARION_BRUV1_C1_01.MP4,37834,10.52,MARION_BRUV1_C1,6.4281,760.91,915.29,0,0,MARION_BRUV1_C1,ECM,37,Mullidae,Parupeneus,barberinus,37355022,1,AD,Passing,
MARION_BRUV1_C1_01.MP4,40569,11.2804,MARION_BRUV1_C1,7.1886,475.13,1290.52,0,0,MARION_BRUV1_C1,ECM,37,Labridae,Labroides,dimidiatus,37384028,1,AD,Passing,
MARION_BRUV1_C1_01.MP4,42707,11.8749,MARION_BRUV1_C1,7.7831,501.43,354.19,0,0,MARION_BRUV1_C1,ECM,37,Balistidae,Sufflamen,chrysopterum,37465079,2,AD,Passing,
MARION_BRUV1_C1_01.MP4,52451,14.5843,MARION_BRUV1_C1,10.4924,438.31,1676.27,0,0,MARION_BRUV1_C1,ECM,37,Acanthuridae,Acanthurus,sp,,4,AD,Passing,
MARION_BRUV1_C1_01.MP4,57821,16.0775,MARION_BRUV1_C1,11.9856,341.88,638.25,0,0,MARION_BRUV1_C1,ECM,37,Carangidae,Carangoides,orthogrammus,37337057,1,AD,Passing,
MARION_BRUV1_C1_02.MP4,6352,19.4339,MARION_BRUV1_C1,15.342,238.44,1283.51,0,0,MARION_BRUV1_C1,ECM,37,Balistidae,Pseudobalistes,flavimarginatus,37465071,2,AD,Passing,
MARION_BRUV1_C1_02.MP4,14887,21.8071,MARION_BRUV1_C1,17.7152,355.91,1406.25,0,0,MARION_BRUV1_C1,ECM,37,Lethrinidae,Lethrinus,olivaceus,37351004,1,AD,Passing,
MARION_BRUV1_C1_03.MP4,0,35.3019,MARION_BRUV1_C1,31.2101,541.75,683.84,0,0,MARION_BRUV1_C1,ECM,37,Congridae,Conger,sp,,6,AD,Passing,
MARION_BRUV1_C1_03.MP4,26002,42.5319,MARION_BRUV1_C1,38.4401,124.48,552.33,0,0,MARION_BRUV1_C1,ECM,37,Serranidae,Epinephelus,cyanopodus,,1,AD,Passing,
MARION_BRUV1_C1_03.MP4,26507,42.6724,MARION_BRUV1_C1,38.5805,322.6,417.32,0,0,MARION_BRUV1_C1,ECM,37,Lethrinidae,Gymnocranius,sp,,1,AD,Passing,
MARION_BRUV1_C1_03.MP4,27441,42.9321,MARION_BRUV1_C1,38.8402,331.36,317.37,0,0,MARION_BRUV1_C1,ECM,37,Balistidae,Balistoides,conspicillum,37465031,1,AD,Passing,
MARION_BRUV1_C1_03.MP4,54524,50.4626,MARION_BRUV1_C1,46.3708,252.47,1890.19,0,0,MARION_BRUV1_C1,ECM,37,Lethrinidae,Lethrinus,olivaceus,37351004,2,AD,Passing,
MARION_BRUV1_C1_03.MP4,59746,51.9146,MARION_BRUV1_C1,47.8228,59.61,729.42,0,0,MARION_BRUV1_C1,ECM,37,Acanthuridae,Naso,tonganus,37437047,1,AD,Passing,
MARION_BRUV1_C1_04.MP4,12884,56.5187,MARION_BRUV1_C1,52.4268,715.32,755.73,0,0,MARION_BRUV1_C1,ECM,37,,,,,1,AD,Passing,Aipysurus laevis
