Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Family,Genus,Species,Code,MaxN,Has fed
SAUM_N_BRUV1_C5_01.MP4,23597,6.5613,Start,1.5816,Saum_D1_Cam5,ECM,33,Labridae,Cheilinus,bimaculatus,,2,No
SAUM_N_BRUV1_C5_01.MP4,37831,10.5191,Start,5.5394,Saum_D1_Cam5,ECM,33,Acanthuridae,Acanthurus,dussumieri,37437008,3,No
SAUM_N_BRUV1_C5_03.MP4,20360,40.9465,Start,35.9668,Saum_D1_Cam5,ECM,33,Acanthuridae,Acanthurus,nigrofuscus,37437014,2,No
SAUM_N_BRUV1_C5_01.MP4,45165,12.5584,Start,7.5787,Saum_D1_Cam5,ECM,33,Balistidae,Balistoides,conspicillum,37465031,2,No
SAUM_N_BRUV1_C5_03.MP4,1861,35.8027,Start,30.823,Saum_D1_Cam5,ECM,33,Balistidae,Pseudobalistes,fuscus,37465027,1,No
SAUM_N_BRUV1_C5_01.MP4,32955,9.1633,Start,4.1836,Saum_D1_Cam5,ECM,33,Balistidae,Sufflamen,chrysopterum,37465079,1,No
SAUM_N_BRUV1_C5_04.MP4,20253,58.551,Start,53.5713,Saum_D1_Cam5,ECM,33,Chaetodontidae,Chaetodon,kleinii,37365040,2,No
SAUM_N_BRUV1_C5_01.MP4,19239,5.3495,Start,0.3698,Saum_D1_Cam5,ECM,33,Chaetodontidae,Chaetodon,sp,,2,No
SAUM_N_BRUV1_C5_04.MP4,43037,64.8862,Start,59.9065,Saum_D1_Cam5,ECM,33,Epinephelidae,Epinephelus,maculatus,37311011,2,No
SAUM_N_BRUV1_C5_04.MP4,16110,57.399,Start,52.4193,Saum_D1_Cam5,ECM,33,Labridae,Anampses,sp,,2,No
SAUM_N_BRUV1_C5_01.MP4,22614,6.2879,Start,1.3083,Saum_D1_Cam5,ECM,33,Labridae,Choerodon,jordani,37384077,1,No
SAUM_N_BRUV1_C5_02.MP4,50000,31.5537,Start,26.574,Saum_D1_Cam5,ECM,33,Labridae,Cirrhilabrus,sp,,30,No
SAUM_N_BRUV1_C5_01.MP4,19344,5.3787,Start,0.399,Saum_D1_Cam5,ECM,33,Labridae,Coris,dorsomacula,37384093,3,No
SAUM_N_BRUV1_C5_01.MP4,39076,10.8653,Start,5.8856,Saum_D1_Cam5,ECM,33,Labridae,Halichoeres,biocellatus,37384107,1,No
SAUM_N_BRUV1_C5_01.MP4,19344,5.3787,Start,0.399,Saum_D1_Cam5,ECM,33,Labridae,Labroides,dimidiatus,37384028,1,No
SAUM_N_BRUV1_C5_01.MP4,26400,7.3407,Start,2.361,Saum_D1_Cam5,ECM,33,Labridae,Macropharyngodon,negrosensis,37384137,1,No
SAUM_N_BRUV1_C5_01.MP4,21271,5.9145,Start,0.9348,Saum_D1_Cam5,ECM,33,Labridae,Pseudojuloides,sp,,1,No
SAUM_N_BRUV1_C5_02.MP4,3402,18.5969,Start,13.6172,Saum_D1_Cam5,ECM,33,Labridae,Thalassoma,lutescens,37384168,1,No
SAUM_N_BRUV1_C5_02.MP4,20600,23.3789,Start,18.3992,Saum_D1_Cam5,ECM,33,Lethrinidae,Gymnocranius,sp,,5,No
SAUM_N_BRUV1_C5_04.MP4,59059,69.3412,Start,64.3615,Saum_D1_Cam5,ECM,33,Lethrinidae,Lethrinus,rubrioperculatus,,2,No
SAUM_N_BRUV1_C5_01.MP4,46185,12.842,Start,7.8623,Saum_D1_Cam5,ECM,33,Lutjanidae,Aprion,virescens,37346027,1,No
SAUM_N_BRUV1_C5_01.MP4,35224,9.7942,Start,4.8145,Saum_D1_Cam5,ECM,33,Mullidae,Parupeneus,barberinoides,37355021,1,No
SAUM_N_BRUV1_C5_01.MP4,23985,6.6692,Start,1.6895,Saum_D1_Cam5,ECM,33,Mullidae,Parupeneus,multifasciatus,37355026,2,No
SAUM_N_BRUV1_C5_01.MP4,23985,6.6692,Start,1.6895,Saum_D1_Cam5,ECM,33,Mullidae,Parupeneus,pleurostigma,37355027,3,No
SAUM_N_BRUV1_C5_01.MP4,61829,17.1919,Start,12.2122,Saum_D1_Cam5,ECM,33,Muraenidae,Gymnothorax,favagineus,37060016,1,No
SAUM_N_BRUV1_C5_02.MP4,333,17.7436,Start,12.7639,Saum_D1_Cam5,ECM,33,Nemipteridae,Pentapodus,sp,,1,No
SAUM_N_BRUV1_C5_04.MP4,7167,54.9124,Start,49.9327,Saum_D1_Cam5,ECM,33,Pinguipedidae,Parapercis,sp,,2,No
SAUM_N_BRUV1_C5_01.MP4,39719,11.0441,Start,6.0644,Saum_D1_Cam5,ECM,33,Pomacanthidae,Centropyge,tibicen,37365031,1,No
SAUM_N_BRUV1_C5_01.MP4,23918,6.6505,Start,1.6708,Saum_D1_Cam5,ECM,33,Scaridae,Scarus,chameleon,37386012,1,No
SAUM_N_BRUV1_C5_01.MP4,28931,8.0444,Start,3.0647,Saum_D1_Cam5,ECM,33,Scaridae,Scarus,dimidiatus,37386013,1,No
SAUM_N_BRUV1_C5_01.MP4,34086,9.4778,Start,4.4981,Saum_D1_Cam5,ECM,33,Serranidae,Pseudanthias,cooperi,,12,No
SAUM_N_BRUV1_C5_02.MP4,9645,20.3328,Start,15.3531,Saum_D1_Cam5,ECM,33,Synodontidae,Synodus,sp,,25,No
SAUM_N_BRUV1_C5_03.MP4,36785,45.5135,Start,40.5338,Saum_D1_Cam5,ECM,33,Tetraodontidae,Arothron,caeruleopunctatus,37467066,1,No
